id,Port Name,State,Port Code,Border,Date,Measure,Value
5949,Calexico,California,2503,US-Mexico Border,2018/01/08,Pedestrians,287038
5950,Eastport,Idaho,3302,US-Canada Border,2018/01/08,Rail Containers Full,8963
5951,Presidio,Texas,2403,US-Mexico Border,2018/01/08,Truck Containers Full,528
5952,Massena,New York,704,US-Canada Border,2018/01/08,Truck Containers Full,1516
5953,Tecate,California,2505,US-Mexico Border,2018/01/08,Truck Containers Full,3487
5954,Ogdensburg,New York,701,US-Canada Border,2018/01/08,Bus Passengers,291
5955,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/08,Rail Containers Empty,2493
5956,Portal,North Dakota,3403,US-Canada Border,2018/01/08,Truck Containers Full,6272
5957,Dunseith,North Dakota,3422,US-Canada Border,2018/01/08,Truck Containers Full,2181
5958,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/08,Trucks,3238
5959,Sarles,North Dakota,3409,US-Canada Border,2018/01/08,Truck Containers Empty,30
5960,Sherwood,North Dakota,3414,US-Canada Border,2018/01/08,Truck Containers Empty,327
5961,Detroit,Michigan,3801,US-Canada Border,2018/01/08,Trucks,137503
5962,Progreso,Texas,2309,US-Mexico Border,2018/01/08,Personal Vehicles,107164
5963,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/08,Bus Passengers,928
5964,Baudette,Minnesota,3424,US-Canada Border,2018/01/08,Personal Vehicles,17106
5965,Lynden,Washington,3023,US-Canada Border,2018/01/08,Truck Containers Full,426
5966,Oroville,Washington,3019,US-Canada Border,2018/01/08,Bus Passengers,356
5967,Danville,Washington,3012,US-Canada Border,2018/01/08,Personal Vehicles,3720
5968,Eastport,Idaho,3302,US-Canada Border,2018/01/08,Pedestrians,190
5969,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/08,Personal Vehicle Passengers,151071
5970,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/08,Personal Vehicle Passengers,158801
5971,Northgate,North Dakota,3406,US-Canada Border,2018/01/08,Personal Vehicle Passengers,3206
5972,Calais,Maine,115,US-Canada Border,2018/01/08,Trucks,6188
5973,Lancaster,Minnesota,3430,US-Canada Border,2018/01/08,Buses,2
5974,Douglas,Arizona,2601,US-Mexico Border,2018/01/08,Bus Passengers,3063
5975,Maida,North Dakota,3416,US-Canada Border,2018/01/08,Truck Containers Empty,144
5976,Beecher Falls,Vermont,206,US-Canada Border,2018/01/08,Truck Containers Empty,790
5977,El Paso,Texas,2402,US-Mexico Border,2018/01/08,Rail Containers Full,3907
5978,Carbury,North Dakota,3421,US-Canada Border,2018/01/08,Trucks,271
5979,Van Buren,Maine,108,US-Canada Border,2018/01/08,Train Passengers,64
5980,Port Angeles,Washington,3007,US-Canada Border,2018/01/08,Personal Vehicle Passengers,28142
5981,Scobey,Montana,3309,US-Canada Border,2018/01/08,Personal Vehicle Passengers,1347
5982,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/08,Truck Containers Full,12486
5983,Boundary,Washington,3015,US-Canada Border,2018/01/08,Rail Containers Full,706
5984,Warroad,Minnesota,3423,US-Canada Border,2018/01/08,Buses,2
5985,Presidio,Texas,2403,US-Mexico Border,2018/01/08,Trucks,687
5986,Norton,Vermont,211,US-Canada Border,2018/01/08,Train Passengers,36
5987,Lukeville,Arizona,2602,US-Mexico Border,2018/01/08,Trucks,20
5988,Sweetgrass,Montana,3310,US-Canada Border,2018/01/08,Trains,28
5989,Otay Mesa,California,2506,US-Mexico Border,2018/01/08,Bus Passengers,4438
5990,Norton,Vermont,211,US-Canada Border,2018/01/08,Bus Passengers,131
5991,Scobey,Montana,3309,US-Canada Border,2018/01/08,Trucks,19
5992,Blaine,Washington,3004,US-Canada Border,2018/01/08,Rail Containers Full,7720
5993,Ferry,Washington,3013,US-Canada Border,2018/01/08,Trucks,201
5994,Skagway,Alaska,3103,US-Canada Border,2018/01/08,Pedestrians,24
5995,Detroit,Michigan,3801,US-Canada Border,2018/01/08,Train Passengers,465
5996,Pinecreek,Minnesota,3425,US-Canada Border,2018/01/08,Personal Vehicles,382
5997,Portal,North Dakota,3403,US-Canada Border,2018/01/08,Rail Containers Full,19763
5998,El Paso,Texas,2402,US-Mexico Border,2018/01/08,Train Passengers,610
5999,Port Huron,Michigan,3802,US-Canada Border,2018/01/08,Truck Containers Full,56842
6000,Beecher Falls,Vermont,206,US-Canada Border,2018/01/08,Personal Vehicles,10072
6001,Scobey,Montana,3309,US-Canada Border,2018/01/08,Personal Vehicles,672
6002,Lancaster,Minnesota,3430,US-Canada Border,2018/01/08,Personal Vehicle Passengers,8199
6003,Laredo,Texas,2304,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,918156
6004,Richford,Vermont,203,US-Canada Border,2018/01/08,Personal Vehicles,11726
6005,Nighthawk,Washington,3011,US-Canada Border,2018/01/08,Personal Vehicle Passengers,1572
6006,Jackman,Maine,104,US-Canada Border,2018/01/08,Personal Vehicles,25756
6007,Fort Kent,Maine,110,US-Canada Border,2018/01/08,Buses,2
6008,Port Huron,Michigan,3802,US-Canada Border,2018/01/08,Personal Vehicle Passengers,388538
6009,Derby Line,Vermont,209,US-Canada Border,2018/01/08,Trucks,7879
6010,Fortuna,North Dakota,3417,US-Canada Border,2018/01/08,Personal Vehicles,1638
6011,Calais,Maine,115,US-Canada Border,2018/01/08,Bus Passengers,845
6012,Fortuna,North Dakota,3417,US-Canada Border,2018/01/08,Trucks,351
6013,Calais,Maine,115,US-Canada Border,2018/01/08,Train Passengers,44
6014,Eastport,Maine,103,US-Canada Border,2018/01/08,Trucks,309
6015,Eastport,Maine,103,US-Canada Border,2018/01/08,Truck Containers Empty,151
6016,Limestone,Maine,118,US-Canada Border,2018/01/08,Personal Vehicle Passengers,2686
6017,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/08,Rail Containers Full,7861
6018,Pembina,North Dakota,3401,US-Canada Border,2018/01/08,Rail Containers Empty,1135
6019,Dunseith,North Dakota,3422,US-Canada Border,2018/01/08,Personal Vehicles,7173
6020,Sherwood,North Dakota,3414,US-Canada Border,2018/01/08,Personal Vehicle Passengers,3094
6021,Roseau,Minnesota,3426,US-Canada Border,2018/01/08,Truck Containers Empty,122
6022,Carbury,North Dakota,3421,US-Canada Border,2018/01/08,Truck Containers Full,251
6023,Jackman,Maine,104,US-Canada Border,2018/01/08,Train Passengers,49
6024,Noonan,North Dakota,3420,US-Canada Border,2018/01/08,Personal Vehicle Passengers,4568
6025,Richford,Vermont,203,US-Canada Border,2018/01/08,Rail Containers Empty,22
6026,Ketchikan,Alaska,3102,US-Canada Border,2018/01/08,Personal Vehicle Passengers,689
6027,Brownsville,Texas,2301,US-Mexico Border,2018/01/08,Personal Vehicles,400635
6028,Jackman,Maine,104,US-Canada Border,2018/01/08,Rail Containers Empty,823
6029,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/08,Truck Containers Full,3130
6030,Antler,North Dakota,3413,US-Canada Border,2018/01/08,Trucks,365
6031,Roosville,Montana,3318,US-Canada Border,2018/01/08,Personal Vehicle Passengers,52099
6032,Sumas,Washington,3009,US-Canada Border,2018/01/08,Train Passengers,48
6033,Laredo,Texas,2304,US-Mexico Border,2018/01/08,Trucks,207528
6034,Calais,Maine,115,US-Canada Border,2018/01/08,Trains,22
6035,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/08,Pedestrians,72245
6036,Boquillas,Texas,2410,US-Mexico Border,2018/01/08,Pedestrians,575
6037,Trout River,New York,715,US-Canada Border,2018/01/08,Rail Containers Empty,583
6038,Northgate,North Dakota,3406,US-Canada Border,2018/01/08,Rail Containers Full,527
6039,Neche,North Dakota,3404,US-Canada Border,2018/01/08,Truck Containers Empty,445
6040,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/08,Buses,1939
6041,Opheim,Montana,3317,US-Canada Border,2018/01/08,Truck Containers Full,3
6042,Lukeville,Arizona,2602,US-Mexico Border,2018/01/08,Personal Vehicles,27596
6043,Dunseith,North Dakota,3422,US-Canada Border,2018/01/08,Trucks,2524
6044,Boundary,Washington,3015,US-Canada Border,2018/01/08,Personal Vehicle Passengers,5308
6045,Whitlash,Montana,3321,US-Canada Border,2018/01/08,Truck Containers Empty,1
6046,Metaline Falls,Washington,3025,US-Canada Border,2018/01/08,Pedestrians,1
6047,Laredo,Texas,2304,US-Mexico Border,2018/01/08,Truck Containers Empty,56141
6048,Roseau,Minnesota,3426,US-Canada Border,2018/01/08,Bus Passengers,91
6049,Richford,Vermont,203,US-Canada Border,2018/01/08,Truck Containers Full,139
6050,Oroville,Washington,3019,US-Canada Border,2018/01/08,Truck Containers Full,1742
6051,Jackman,Maine,104,US-Canada Border,2018/01/08,Buses,5
6052,Eastport,Idaho,3302,US-Canada Border,2018/01/08,Bus Passengers,116
6053,Noonan,North Dakota,3420,US-Canada Border,2018/01/08,Pedestrians,3
6054,Eastport,Idaho,3302,US-Canada Border,2018/01/08,Trains,96
6055,Hansboro,North Dakota,3415,US-Canada Border,2018/01/08,Truck Containers Full,3
6056,Baudette,Minnesota,3424,US-Canada Border,2018/01/08,Personal Vehicle Passengers,31815
6057,Tecate,California,2505,US-Mexico Border,2018/01/08,Personal Vehicles,94437
6058,Walhalla,North Dakota,3407,US-Canada Border,2018/01/08,Trucks,717
6059,Calais,Maine,115,US-Canada Border,2018/01/08,Truck Containers Full,3988
6060,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/08,Trucks,101
6061,Brownsville,Texas,2301,US-Mexico Border,2018/01/08,Buses,541
6062,Derby Line,Vermont,209,US-Canada Border,2018/01/08,Pedestrians,32
6063,Limestone,Maine,118,US-Canada Border,2018/01/08,Truck Containers Full,26
6064,Andrade,California,2502,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,89329
6065,Columbus,New Mexico,2406,US-Mexico Border,2018/01/08,Truck Containers Full,1703
6066,Calais,Maine,115,US-Canada Border,2018/01/08,Rail Containers Full,86
6067,Columbus,New Mexico,2406,US-Mexico Border,2018/01/08,Buses,119
6068,Danville,Washington,3012,US-Canada Border,2018/01/08,Pedestrians,11
6069,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/08,Personal Vehicles,35454
6070,Naco,Arizona,2603,US-Mexico Border,2018/01/08,Trucks,291
6071,Ogdensburg,New York,701,US-Canada Border,2018/01/08,Personal Vehicles,31346
6072,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/08,Rail Containers Full,3957
6073,Del Bonita,Montana,3322,US-Canada Border,2018/01/08,Truck Containers Empty,30
6074,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/08,Train Passengers,46
6075,Eastport,Idaho,3302,US-Canada Border,2018/01/08,Trucks,4678
6076,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/08,Truck Containers Full,12
6077,Wildhorse,Montana,3323,US-Canada Border,2018/01/08,Trucks,174
6078,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/08,Truck Containers Empty,2053
6079,Portal,North Dakota,3403,US-Canada Border,2018/01/08,Personal Vehicle Passengers,20912
6080,Houlton,Maine,106,US-Canada Border,2018/01/08,Personal Vehicle Passengers,58941
6081,Bridgewater,Maine,127,US-Canada Border,2018/01/08,Truck Containers Full,129
6082,Frontier,Washington,3020,US-Canada Border,2018/01/08,Personal Vehicle Passengers,8355
6083,Detroit,Michigan,3801,US-Canada Border,2018/01/08,Buses,511
6084,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,512964
6085,Roosville,Montana,3318,US-Canada Border,2018/01/08,Bus Passengers,84
6086,Ambrose,North Dakota,3410,US-Canada Border,2018/01/08,Personal Vehicles,84
6087,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/08,Trucks,10728
6088,Roma,Texas,2310,US-Mexico Border,2018/01/08,Pedestrians,18606
6089,San Ysidro,California,2504,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,2212710
6090,Bridgewater,Maine,127,US-Canada Border,2018/01/08,Truck Containers Empty,371
6091,Brownsville,Texas,2301,US-Mexico Border,2018/01/08,Rail Containers Full,825
6092,Fort Kent,Maine,110,US-Canada Border,2018/01/08,Truck Containers Empty,1368
6093,Calexico,California,2503,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,666959
6094,Wildhorse,Montana,3323,US-Canada Border,2018/01/08,Personal Vehicle Passengers,4871
6095,Metaline Falls,Washington,3025,US-Canada Border,2018/01/08,Trucks,478
6096,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/08,Truck Containers Empty,772
6097,Tornillo-Fabens,Texas,2404,US-Mexico Border,2018/01/08,Pedestrians,3203
6098,Morgan,Montana,3319,US-Canada Border,2018/01/08,Personal Vehicles,785
6099,Toledo-Sandusky,Ohio,4105,US-Canada Border,2018/01/08,Personal Vehicles,122
6100,Nogales,Arizona,2604,US-Mexico Border,2018/01/08,Bus Passengers,17822
6101,Blaine,Washington,3004,US-Canada Border,2018/01/08,Trucks,33937
6102,Ferry,Washington,3013,US-Canada Border,2018/01/08,Truck Containers Full,252
6103,Portal,North Dakota,3403,US-Canada Border,2018/01/08,Buses,9
6104,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/08,Rail Containers Empty,1367
6105,Sweetgrass,Montana,3310,US-Canada Border,2018/01/08,Buses,11
6106,San Luis,Arizona,2608,US-Mexico Border,2018/01/08,Bus Passengers,20
6107,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/08,Bus Passengers,9226
6108,Hidalgo,Texas,2305,US-Mexico Border,2018/01/08,Truck Containers Empty,16074
6109,Douglas,Arizona,2601,US-Mexico Border,2018/01/08,Personal Vehicles,148046
6110,Port Huron,Michigan,3802,US-Canada Border,2018/01/08,Truck Containers Empty,18437
6111,Vanceboro,Maine,105,US-Canada Border,2018/01/08,Personal Vehicles,2766
6112,Hansboro,North Dakota,3415,US-Canada Border,2018/01/08,Personal Vehicles,712
6113,Progreso,Texas,2309,US-Mexico Border,2018/01/08,Truck Containers Full,1780
6114,Eastport,Idaho,3302,US-Canada Border,2018/01/08,Personal Vehicle Passengers,41802
6115,Detroit,Michigan,3801,US-Canada Border,2018/01/08,Personal Vehicle Passengers,673509
6116,Van Buren,Maine,108,US-Canada Border,2018/01/08,Rail Containers Empty,373
6117,Calais,Maine,115,US-Canada Border,2018/01/08,Buses,24
6118,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/08,Pedestrians,1491
6119,Hansboro,North Dakota,3415,US-Canada Border,2018/01/08,Truck Containers Empty,10
6120,Skagway,Alaska,3103,US-Canada Border,2018/01/08,Personal Vehicles,10881
6121,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/08,Personal Vehicles,138746
6122,Frontier,Washington,3020,US-Canada Border,2018/01/08,Buses,6
6123,Frontier,Washington,3020,US-Canada Border,2018/01/08,Bus Passengers,154
6124,Norton,Vermont,211,US-Canada Border,2018/01/08,Truck Containers Full,721
6125,Alexandria Bay,New York,708,US-Canada Border,2018/01/08,Trucks,16486
6126,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/08,Truck Containers Empty,3807
6127,Pembina,North Dakota,3401,US-Canada Border,2018/01/08,Personal Vehicles,32561
6128,Calexico East,California,2507,US-Mexico Border,2018/01/08,Train Passengers,21
6129,Ogdensburg,New York,701,US-Canada Border,2018/01/08,Truck Containers Full,2783
6130,Blaine,Washington,3004,US-Canada Border,2018/01/08,Buses,1628
6131,Point Roberts,Washington,3017,US-Canada Border,2018/01/08,Pedestrians,3589
6132,Ogdensburg,New York,701,US-Canada Border,2018/01/08,Personal Vehicle Passengers,61786
6133,Metaline Falls,Washington,3025,US-Canada Border,2018/01/08,Bus Passengers,103
6134,Porthill,Idaho,3308,US-Canada Border,2018/01/08,Personal Vehicle Passengers,24053
6135,Piegan,Montana,3316,US-Canada Border,2018/01/08,Bus Passengers,1301
6136,Sweetgrass,Montana,3310,US-Canada Border,2018/01/08,Bus Passengers,505
6137,Nogales,Arizona,2604,US-Mexico Border,2018/01/08,Rail Containers Full,1967
6138,Otay Mesa,California,2506,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,1119092
6139,Blaine,Washington,3004,US-Canada Border,2018/01/08,Trains,252
6140,Trout River,New York,715,US-Canada Border,2018/01/08,Rail Containers Full,1675
6141,Laurier,Washington,3016,US-Canada Border,2018/01/08,Personal Vehicles,5529
6142,Hidalgo,Texas,2305,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,768768
6143,Walhalla,North Dakota,3407,US-Canada Border,2018/01/08,Personal Vehicles,4016
6144,Ferry,Washington,3013,US-Canada Border,2018/01/08,Personal Vehicles,1550
6145,Sherwood,North Dakota,3414,US-Canada Border,2018/01/08,Trucks,533
6146,Danville,Washington,3012,US-Canada Border,2018/01/08,Personal Vehicle Passengers,5838
6147,Sarles,North Dakota,3409,US-Canada Border,2018/01/08,Truck Containers Full,15
6148,Limestone,Maine,118,US-Canada Border,2018/01/08,Personal Vehicles,1528
6149,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/08,Truck Containers Full,9002
6150,Point Roberts,Washington,3017,US-Canada Border,2018/01/08,Buses,6
6151,San Luis,Arizona,2608,US-Mexico Border,2018/01/08,Personal Vehicles,269948
6152,Carbury,North Dakota,3421,US-Canada Border,2018/01/08,Personal Vehicle Passengers,2474
6153,Alexandria Bay,New York,708,US-Canada Border,2018/01/08,Truck Containers Full,14883
6154,Douglas,Arizona,2601,US-Mexico Border,2018/01/08,Truck Containers Full,1830
6155,Willow Creek,Montana,3325,US-Canada Border,2018/01/08,Personal Vehicle Passengers,728
6156,Algonac,Michigan,3814,US-Canada Border,2018/01/08,Personal Vehicles,5658
6157,Portal,North Dakota,3403,US-Canada Border,2018/01/08,Train Passengers,498
6158,Vanceboro,Maine,105,US-Canada Border,2018/01/08,Pedestrians,9
6159,Lynden,Washington,3023,US-Canada Border,2018/01/08,Personal Vehicles,64467
6160,Fort Fairfield,Maine,107,US-Canada Border,2018/01/08,Trucks,806
6161,Hidalgo,Texas,2305,US-Mexico Border,2018/01/08,Truck Containers Full,39596
6162,Bridgewater,Maine,127,US-Canada Border,2018/01/08,Trucks,501
6163,Roosville,Montana,3318,US-Canada Border,2018/01/08,Pedestrians,243
6164,Noonan,North Dakota,3420,US-Canada Border,2018/01/08,Truck Containers Full,25
6165,Fort Fairfield,Maine,107,US-Canada Border,2018/01/08,Personal Vehicles,9739
6166,Portal,North Dakota,3403,US-Canada Border,2018/01/08,Pedestrians,160
6167,Otay Mesa,California,2506,US-Mexico Border,2018/01/08,Train Passengers,38
6168,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/08,Trucks,3395
6169,Houlton,Maine,106,US-Canada Border,2018/01/08,Truck Containers Empty,2047
6170,Laredo,Texas,2304,US-Mexico Border,2018/01/08,Rail Containers Empty,12810
6171,Tornillo-Fabens,Texas,2404,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,57845
6172,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/08,Personal Vehicle Passengers,54534
6173,Fort Fairfield,Maine,107,US-Canada Border,2018/01/08,Personal Vehicle Passengers,16275
6174,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/08,Trucks,26933
6175,Dunseith,North Dakota,3422,US-Canada Border,2018/01/08,Buses,4
6176,Pembina,North Dakota,3401,US-Canada Border,2018/01/08,Rail Containers Full,9956
6177,Sumas,Washington,3009,US-Canada Border,2018/01/08,Trains,16
6178,Neche,North Dakota,3404,US-Canada Border,2018/01/08,Truck Containers Full,64
6179,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/08,Truck Containers Empty,1632
6180,Calais,Maine,115,US-Canada Border,2018/01/08,Personal Vehicle Passengers,141351
6181,Jackman,Maine,104,US-Canada Border,2018/01/08,Personal Vehicle Passengers,58071
6182,Brownsville,Texas,2301,US-Mexico Border,2018/01/08,Trains,74
6183,St. John,North Dakota,3405,US-Canada Border,2018/01/08,Trucks,79
6184,St. John,North Dakota,3405,US-Canada Border,2018/01/08,Personal Vehicles,1319
6185,Porthill,Idaho,3308,US-Canada Border,2018/01/08,Truck Containers Empty,189
6186,Point Roberts,Washington,3017,US-Canada Border,2018/01/08,Bus Passengers,127
6187,Beecher Falls,Vermont,206,US-Canada Border,2018/01/08,Trucks,807
6188,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/08,Train Passengers,4696
6189,St. John,North Dakota,3405,US-Canada Border,2018/01/08,Personal Vehicle Passengers,2617
6190,Roma,Texas,2310,US-Mexico Border,2018/01/08,Trucks,721
6191,Eastport,Maine,103,US-Canada Border,2018/01/08,Personal Vehicles,18637
6192,Trout River,New York,715,US-Canada Border,2018/01/08,Personal Vehicle Passengers,32731
6193,Metaline Falls,Washington,3025,US-Canada Border,2018/01/08,Personal Vehicles,4334
6194,Dunseith,North Dakota,3422,US-Canada Border,2018/01/08,Truck Containers Empty,468
6195,El Paso,Texas,2402,US-Mexico Border,2018/01/08,Truck Containers Full,55329
6196,Richford,Vermont,203,US-Canada Border,2018/01/08,Trains,10
6197,Richford,Vermont,203,US-Canada Border,2018/01/08,Personal Vehicle Passengers,20844
6198,Skagway,Alaska,3103,US-Canada Border,2018/01/08,Bus Passengers,49389
6199,Richford,Vermont,203,US-Canada Border,2018/01/08,Trucks,471
6200,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/08,Truck Containers Empty,17361
6201,Columbus,New Mexico,2406,US-Mexico Border,2018/01/08,Bus Passengers,1428
6202,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/08,Train Passengers,2904
6203,Metaline Falls,Washington,3025,US-Canada Border,2018/01/08,Personal Vehicle Passengers,9650
6204,Nogales,Arizona,2604,US-Mexico Border,2018/01/08,Trucks,17362
6205,Fort Kent,Maine,110,US-Canada Border,2018/01/08,Personal Vehicles,11119
6206,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/08,Trains,184
6207,Nogales,Arizona,2604,US-Mexico Border,2018/01/08,Buses,810
6208,Port Angeles,Washington,3007,US-Canada Border,2018/01/08,Trucks,47
6209,Massena,New York,704,US-Canada Border,2018/01/08,Bus Passengers,2859
6210,Nogales,Arizona,2604,US-Mexico Border,2018/01/08,Train Passengers,240
6211,Oroville,Washington,3019,US-Canada Border,2018/01/08,Buses,9
6212,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/08,Trains,31
6213,Sarles,North Dakota,3409,US-Canada Border,2018/01/08,Buses,3
6214,Fortuna,North Dakota,3417,US-Canada Border,2018/01/08,Truck Containers Full,301
6215,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/08,Rail Containers Empty,16418
6216,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/08,Personal Vehicles,40910
6217,Morgan,Montana,3319,US-Canada Border,2018/01/08,Personal Vehicle Passengers,1796
6218,Ambrose,North Dakota,3410,US-Canada Border,2018/01/08,Trucks,1
6219,Detroit,Michigan,3801,US-Canada Border,2018/01/08,Rail Containers Empty,2851
6220,Fortuna,North Dakota,3417,US-Canada Border,2018/01/08,Truck Containers Empty,55
6221,Naco,Arizona,2603,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,49125
6222,Boundary,Washington,3015,US-Canada Border,2018/01/08,Trains,27
6223,Portal,North Dakota,3403,US-Canada Border,2018/01/08,Truck Containers Empty,1580
6224,Brownsville,Texas,2301,US-Mexico Border,2018/01/08,Truck Containers Empty,9724
6225,Fort Fairfield,Maine,107,US-Canada Border,2018/01/08,Truck Containers Full,44
6226,Point Roberts,Washington,3017,US-Canada Border,2018/01/08,Personal Vehicles,93908
6227,Roseau,Minnesota,3426,US-Canada Border,2018/01/08,Personal Vehicles,3840
6228,Scobey,Montana,3309,US-Canada Border,2018/01/08,Truck Containers Empty,10
6229,Hannah,North Dakota,3408,US-Canada Border,2018/01/08,Personal Vehicle Passengers,161
6230,Tecate,California,2505,US-Mexico Border,2018/01/08,Truck Containers Empty,2556
6231,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/08,Truck Containers Full,2810
6232,Norton,Vermont,211,US-Canada Border,2018/01/08,Trains,17
6233,Calais,Maine,115,US-Canada Border,2018/01/08,Pedestrians,1333
6234,Turner,Montana,3306,US-Canada Border,2018/01/08,Truck Containers Empty,8
6235,Skagway,Alaska,3103,US-Canada Border,2018/01/08,Trucks,382
6236,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/08,Truck Containers Empty,1835
6237,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/08,Pedestrians,67883
6238,Columbus,New Mexico,2406,US-Mexico Border,2018/01/08,Pedestrians,26527
6239,Pembina,North Dakota,3401,US-Canada Border,2018/01/08,Trucks,18808
6240,Raymond,Montana,3301,US-Canada Border,2018/01/08,Truck Containers Full,1419
6241,Massena,New York,704,US-Canada Border,2018/01/08,Truck Containers Empty,970
6242,Richford,Vermont,203,US-Canada Border,2018/01/08,Truck Containers Empty,332
6243,San Ysidro,California,2504,US-Mexico Border,2018/01/08,Bus Passengers,4125
6244,El Paso,Texas,2402,US-Mexico Border,2018/01/08,Buses,1211
6245,Sarles,North Dakota,3409,US-Canada Border,2018/01/08,Trucks,45
6246,Warroad,Minnesota,3423,US-Canada Border,2018/01/08,Bus Passengers,91
6247,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/08,Pedestrians,696
6248,Alexandria Bay,New York,708,US-Canada Border,2018/01/08,Bus Passengers,5753
6249,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/08,Truck Containers Empty,361
6250,Scobey,Montana,3309,US-Canada Border,2018/01/08,Truck Containers Full,15
6251,Port Huron,Michigan,3802,US-Canada Border,2018/01/08,Rail Containers Empty,12318
6252,Naco,Arizona,2603,US-Mexico Border,2018/01/08,Truck Containers Full,142
6253,Sumas,Washington,3009,US-Canada Border,2018/01/08,Personal Vehicles,93397
6254,Ferry,Washington,3013,US-Canada Border,2018/01/08,Truck Containers Empty,27
6255,Tecate,California,2505,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,182937
6256,Sweetgrass,Montana,3310,US-Canada Border,2018/01/08,Personal Vehicles,22496
6257,Anacortes,Washington,3010,US-Canada Border,2018/01/08,Personal Vehicle Passengers,9678
6258,Otay Mesa,California,2506,US-Mexico Border,2018/01/08,Trains,19
6259,Northgate,North Dakota,3406,US-Canada Border,2018/01/08,Personal Vehicles,1532
6260,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/08,Truck Containers Full,7337
6261,Point Roberts,Washington,3017,US-Canada Border,2018/01/08,Trucks,1338
6262,Frontier,Washington,3020,US-Canada Border,2018/01/08,Truck Containers Empty,1337
6263,Madawaska,Maine,109,US-Canada Border,2018/01/08,Truck Containers Full,33
6264,Baudette,Minnesota,3424,US-Canada Border,2018/01/08,Pedestrians,48
6265,Pembina,North Dakota,3401,US-Canada Border,2018/01/08,Truck Containers Empty,2226
6266,Massena,New York,704,US-Canada Border,2018/01/08,Trucks,2483
6267,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/08,Trains,284
6268,Brownsville,Texas,2301,US-Mexico Border,2018/01/08,Personal Vehicle Passengers,853942
6269,Portal,North Dakota,3403,US-Canada Border,2018/01/08,Rail Containers Empty,6891
6270,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/08,Rail Containers Full,12402
6271,Port Angeles,Washington,3007,US-Canada Border,2018/01/08,Truck Containers Empty,14
6272,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/08,Bus Passengers,1081
6273,Lynden,Washington,3023,US-Canada Border,2018/01/08,Pedestrians,181
6274,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/08,Personal Vehicles,41160
